ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress	Aasta
2116299	285000	7	276.6	NA	2006	Lõikheina tee 4 Maardu Harjumaa	2013
2116346	23000	3	113	Vajab renoveerimist	1959	Türi Türi vald Järvamaa	2013
2116365	390000	10	480	Valmis	2008	Põllu tee Iru Jõelähtme vald Harjumaa	2013
2116367	230000	6	248	Valmis	1999	Karikakra tee 24 Püünsi Viimsi vald Harjumaa	2013
2116371	29000	3	148.7	Valmis	1970	Mäeküla Türi vald Järvamaa	2013
2116385	104000	6	259.3	Valmis	1978	Mureli Viljandi Viljandimaa	2013
2116423	24286.43	4	238	Valmis	1930	Kompuse 1 Väike-Maarja vald Lääne-Virumaa	2013
2116430	77000	5	118.5	San. remont tehtud	1964	Kärneri Elva Tartumaa	2013
2116440	2e+05	4	183	Uus	2008	Kuuse Lagedi Rae vald Harjumaa	2013
2116441	22000	3	18181.8	Vajab san. remonti	1938	Pajualuse Pajualuse Jõhvi vald Ida-Virumaa	2013
2116448	51000	NA	116.1	Valmis	1932	Seljamaa Tamba Varbla vald Pärnumaa	2013
2116452	150000	4	171.3	Valmis	1972	Sõstra tee Haabneeme Viimsi vald Harjumaa	2013
2116455	22000	3	77.8	Valmis	1987	Tiigi . Allika Varbla vald Pärnumaa	2013
2116457	550000	7	628.9	Valmis	1993	Metsa Nõmme Tallinn Harjumaa	2013
2116469	14900	3	89.3	Vajab san. remonti	1960	Väike tn 14 Räpina Räpina vald Põlvamaa	2013
2116495	29900	4	92.2	Vajab renoveerimist	1968	Kuuse Valga Valgamaa	2013
2116500	195000	NA	417	Vajab renoveerimist	1910	Tallinna 1 Paide Järvamaa	2013
2116511	165000	6	144.8	Valmis	1990	Kraavi Variku Tartu Tartumaa	2013
2116519	395000	5	275	Uus	1998	Keemia Kristiine Tallinn Harjumaa	2013
2116536	98500	2	75	NA	2006	Emajõega piirnev Kardla Tähtvere vald Tartumaa	2013
2116566	30900	NA	NA	NA	1928	Laari Kõnnujõe Tabivere vald Jõgevamaa	2013
2116580	79000	5	208	Keskmine	1940	Jüri Lõetsa Muhu vald Saaremaa	2013
2116582	116000	NA	113	Uus	2009	Nasva Lääne-Saare vald Saaremaa	2013
2116583	34000	2	63	NA	1935	Luke Nõo vald Tartumaa	2013
2116589	95000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013
2116590	46000	3	NA	Vajab renoveerimist	1970	Sulevi 6 Võru Võrumaa	2013
2116609	69000	5	287.2	Valmis	1987	Liisa Uulu Tahkuranna vald Pärnumaa	2013
2116612	199000	4	120	Valmis	2006	Rangu Haabersti Tallinn Harjumaa	2013
2116619	139000	4	180	Uus	2005	Sipelga Ränilinn Tartu Tartumaa	2013
2116635	206000	4	215.3	Uus	2012	Õuna 11 Pärnu Pärnumaa	2013
2116666	36000	2	44	Uus	2008	Järvaküla Puhja vald Tartumaa	2013
2116685	199995	6	177	Uus	2009	Põhja Küla Kadaka tee Uuekadaka Kuusalu vald Harjumaa	2013
2116686	35000	5	124.6	Renoveeritud	1998	Lehise 74 Narva Ida-Virumaa	2013
2116687	39000	NA	109.3	Keskmine	1927	Sakla Valjala vald Saaremaa	2013
2116724	55000	3	67	Vajab renoveerimist	1935	Endla 13 Haapsalu Läänemaa	2013
2116725	65000	3	123.4	NA	1950	Jalaka tn Haapsalu Läänemaa	2013
2116730	2e+05	5	180	NA	1998	Hälli põik 14A Haabersti Tallinn Harjumaa	2013
2116744	40000	NA	152.6	NA	2006	Lillemäe tn 10 Lemmatsi Ülenurme vald Tartumaa	2013
2116753	279000	6	272.7	NA	1998	Pärnu mnt 426 Nõmme Tallinn Harjumaa	2013
2116770	30000	2	96.5	Renoveeritud	1925	Härgmäe Uuemaa Häädemeeste vald Pärnumaa	2013
2116784	15200	3	74	Valmis	1937	Sarapuu Metsapoole Häädemeeste vald Pärnumaa	2013
2116790	179000	4	180.4	Vajab renoveerimist	1964	Mooni Kristiine Tallinn Harjumaa	2013
2116798	13650	7	200	Vajab renoveerimist	1928	Võru 70 Valga Valgamaa	2013
2116802	95000	7	313.1	NA	2009	Rukkilille 2 Kangru Kiili vald Harjumaa	2013
2116804	210000	7	179	Vajab renoveerimist	1964	Hämariku tn 17 / Lootuse pst 40 Nõmme Tallinn Harjumaa	2013
2116950	24000	3	93.8	Uus	1961	Mõisa tee 26 Järve Kohtla-Järve Ida-Virumaa	2013
2116972	385000	8	450	Uus	2001	Kase Pirita Tallinn Harjumaa	2013
2116981	89000	7	240	Uus	2007	Puraviku tee 29  Patika Rae vald Harjumaa	2013
2116989	8e+05	6	356.5	Uus	2007	Vahtramäe tee Pirita Tallinn Harjumaa	2013
2117004	325000	5	194	Valmis	2005	Nurmela tee Haabneeme Viimsi vald Harjumaa	2013
2117009	32000	3	85	Renoveeritud	1947	Aaveli maja Illuka Illuka vald Ida-Virumaa	2013
2117010	23000	2	201	Valmis	2011	Nurmsi Paide vald Järvamaa	2013
2117019	175000	5	388.6	Uus	2006	Kirsi 1 Viljandi Viljandimaa	2013
2117028	116000	NA	157.1	Uus	2010	Kallasmaa tee 16 Muuga Viimsi vald Harjumaa	2013
2117038	50000	5	144	Valmis	1999	Timmi Ruu Jõelähtme vald Harjumaa	2013
2117055	165000	5	132	Valmis	1959	Kose tee 69 Pirita Tallinn Harjumaa	2013
2117057	350000	6	305.3	Uus	2008	Nurme tee Haabneeme Viimsi vald Harjumaa	2013
2117069	138000	4	164	Uus	2007	Väljataguse küla Väljataguse Rapla vald Raplamaa	2013
2117073	269900	6	280.1	NA	2004	Daalia 9 Pirita Tallinn Harjumaa	2013
2117074	120000	5	168	Valmis	1969	Mõrra 8a Pärnu Pärnumaa	2013
2117119	169500	6	300	Renoveeritud	2006	 13 Saue Harjumaa	2013
2117121	360000	6	NA	Renoveeritud	1958	Tähe 23 Nõmme Nõmme Tallinn Harjumaa	2013
2117125	69800	4	140	Keskmine	1989	Nurmenuku Mõra Haaslava vald Tartumaa	2013
2117160	240000	3	96.7	NA	1955	Kloostrimetsa tee 7 Pirita Tallinn Harjumaa	2013
2117172	150000	5	147	NA	1986	Rõika 33 Haabersti Tallinn Harjumaa	2013
2117208	39000	3	NA	Vajab renoveerimist	1910	Valentini Tuulevälja Rae vald Harjumaa	2013
2117218	320000	7	320	Uus	2006	Saare 4 Hüüru Saue vald Harjumaa	2013
2117220	190000	4	165.7	NA	1998	Sambla 3 Nõmme Tallinn Harjumaa	2013
2117226	25000	4	138.3	NA	2010	Sidruni Savikoja Luunja vald Tartumaa	2013
2117228	105500	5	425	NA	1901	Raadiojaama tee 24 Ülejõe Rae vald Harjumaa	2013
2117241	30000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013
2117244	57000	3	54	NA	2005	Aruküla tee 4 Jüri Rae vald Harjumaa	2013
2117245	95000	5	137	NA	1986	Delfiin 77 Kiisa Saku vald Harjumaa	2013
2117253	178500	4	132.9	NA	1998	Endla 29 Laulasmaa Keila vald Harjumaa	2013
2117259	169000	5	195	NA	1992	Halla 32 Haabersti Tallinn Harjumaa	2013
2117262	173000	4	103	Keskmine	2002	Kanarbiku tee 11 Kelvingi Viimsi vald Harjumaa	2013
2117266	145000	3	89.9	NA	1960	Kandle 9A Nõmme Tallinn Harjumaa	2013
2117270	275000	5	80.1	NA	1935	Ugala 27 Nõmme Tallinn Harjumaa	2013
2117274	395000	6	320	NA	2007	Karutiigi Alliku Saue vald Harjumaa	2013
2117278	2e+05	4	140	NA	2001	Madara 4A Kristiine Tallinn Harjumaa	2013
2117281	39500	NA	NA	NA	1870	Väike-Herdi Utu Käina vald Hiiumaa	2013
2117305	145000	6	205	NA	2001	Tooma tee 18 Männiku Saku vald Harjumaa	2013
2117310	90000	4	86	Renoveeritud	1986	Tuuliku tee 2 Vaida Rae vald Harjumaa	2013
2117327	212000	7	198	Uus	2009	Liiva põik Lagedi Rae vald Harjumaa	2013
2117334	220000	4	125.3	Uus	2008	Kolmiku 20/1 Muraste Harku vald Harjumaa	2013
2117343	199000	3	148	Renoveeritud	1971	Lodjapuu tee 2 Pirita Tallinn Harjumaa	2013
2117346	142500	5	110	NA	1927	Niidi 30 Põhja-Tallinn Tallinn Harjumaa	2013
2117353	178900	4	147	Uus	2005	Mereääre 4 Muraste Harku vald Harjumaa	2013
2117355	190000	4	125.3	Uus	2008	Kolmiku 20/2 Muraste Harku vald Harjumaa	2013
2117362	43000	4	83.6	Uus	2010	Sidruni 2 Savikoja Luunja vald Tartumaa	2013
2117385	168000	4	173.8	NA	1989	Nurmiku tee 32B Pirita Tallinn Harjumaa	2013
2117386	199500	4	139	Uus	2003	Kuldtiiva 18 Pirita Tallinn Harjumaa	2013
2117391	150000	4	121.3	Uus	2010	Tihase 41 Tihase aü Kernu Kernu vald Harjumaa	2013
2117404	132000	4	94	Keskmine	1994	Tammneeme 11 Tammneeme Viimsi vald Harjumaa	2013
2117422	139000	4	96.5	Uus	2005	Suur-Kaare tee Pärnamäe Viimsi vald Harjumaa	2013
2117429	190000	5	190	Uus	2007	 Valgevälja Ridala vald Läänemaa	2013
2117442	103500	3	167.4	NA	2006	Aasa Tõrvandi Ülenurme vald Tartumaa	2013
2117460	188000	3	163	Valmis	2007	Ristikheina tee Laiaküla Viimsi vald Harjumaa	2013
2117502	114900	3	130	NA	2000	Murumäe tee Juuliku Saku vald Harjumaa	2013
2117533	105000	4	128	Uus	2008	Laine Eisma Vihula vald Lääne-Virumaa	2013
2117538	19000	4	132	Vajab san. remonti	1974	Metsa 12 Laatre Tõlliste vald Valgamaa	2013
2117545	18900	NA	241	NA	2008	Uus 20 Kadrina Kadrina vald Lääne-Virumaa	2013
2117547	179000	4	162.6	Uus	2009	Viigimarja Saue Harjumaa	2013
2117590	13000	2	47.3	NA	1910	Jaama 3 Paide Järvamaa	2013
2117596	89000	5	156	Uus	1973	Tartu mnt. Elva Tartumaa	2013
2117605	148000	4	93	Uus	2009	Nisu Tõrvandi Ülenurme vald Tartumaa	2013
2117614	98000	4	100	Vajab renoveerimist	1927	Kase talu Vahakõnnu Raikküla vald Raplamaa	2013
2117619	348000	5	NA	NA	2009	Muuluka Jõelähtme vald Harjumaa	2013
2117625	79000	4	130	Valmis	2000	Siimu Tuulna Keila vald Harjumaa	2013
2117631	39500	NA	NA	NA	1870	Väike-Herdi Utu Käina vald Hiiumaa	2013
2117650	35000	4	93	Keskmine	1960	Kruusaaugu Kantküla Rägavere vald Lääne-Virumaa	2013
2117670	6400	NA	1147	NA	1968	Rakvere 19 Avinurme Avinurme vald Ida-Virumaa	2013
2117671	30000	3	87	Uus	1928	Kirka  Edise Jõhvi vald Ida-Virumaa	2013
2117716	143000	4	129	Keskmine	2007	Andrekse tee 10 Karla Rae vald Harjumaa	2013
2117717	143000	4	129	Keskmine	2007	Andrekse tee 10 Karla Rae vald Harjumaa	2013
2117726	115000	5	246	Keskmine	2007	Tuisu tee 21 Üksnurme Saku vald Harjumaa	2013
